Order Line;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
229;US-2020-145436;28/02/2020;04/03/2020;Standard Class;VD-21670;FUR-CH-10004860;161.568;2;0.2;-282.744
230;US-2020-145436;28/02/2020;04/03/2020;Standard Class;VD-21670;FUR-CH-10004477;389.696;8;0.2;438.408
231;US-2019-156216;13/09/2019;17/09/2019;Standard Class;EA-14035;OFF-BI-10001679;18.648;7;0.7;-12.432
232;US-2022-100930;07/04/2022;12/04/2022;Standard Class;CS-12400;FUR-TA-10001705;233.86;2;0.45;-102.048
233;US-2022-100930;07/04/2022;12/04/2022;Standard Class;CS-12400;FUR-TA-10003473;6.206.145;3;0.45;-2.482.458
234;US-2022-100930;07/04/2022;12/04/2022;Standard Class;CS-12400;OFF-BI-10001679;5.328;2;0.7;-3.552
235;US-2022-100930;07/04/2022;12/04/2022;Standard Class;CS-12400;FUR-FU-10004017;258.072;3;0.2;0
236;US-2022-100930;07/04/2022;12/04/2022;Standard Class;CS-12400;TEC-AC-10003832;617.976;3;0.2;-77.247
237;CA-2022-160514;12/11/2022;16/11/2022;Standard Class;DB-13120;OFF-PA-10002479;10.56;2;0;4.752
238;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;OFF-PA-10003349;25.92;5;0.2;9.396
239;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;FUR-FU-10000576;419.68;5;0.6;-356.728
240;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;FUR-FU-10004351;11.688;3;0.6;-46.752
241;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;TEC-PH-10000011;31.984;2;0.2;111.944
242;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;FUR-TA-10002607;177.225;5;0.5;-120.513
243;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;FUR-FU-10002505;4.044;3;0.6;-28.308
244;CA-2021-157749;04/06/2021;09/06/2021;Second Class;KL-16645;OFF-AR-10004685;7.408;2;0.2;12.038
245;CA-2019-131926;01/06/2019;06/06/2019;Second Class;DW-13480;FUR-CH-10004063;2001.86;7;0;5.805.394
246;CA-2019-131926;01/06/2019;06/06/2019;Second Class;DW-13480;OFF-ST-10002276;166.72;2;0;41.68
247;CA-2019-131926;01/06/2019;06/06/2019;Second Class;DW-13480;OFF-PA-10004082;47.88;6;0;23.94
248;CA-2019-131926;01/06/2019;06/06/2019;Second Class;DW-13480;OFF-AP-10002945;1503.25;5;0;4.960.725
249;CA-2019-131926;01/06/2019;06/06/2019;Second Class;DW-13480;OFF-PA-10000061;25.92;4;0;124.416
250;CA-2021-154739;10/12/2021;15/12/2021;Second Class;LH-17155;FUR-CH-10002965;321.568;2;0.2;281.372
251;CA-2021-145625;11/09/2021;17/09/2021;Standard Class;KC-16540;OFF-PA-10004569;7.61;1;0;35.767
252;CA-2021-145625;11/09/2021;17/09/2021;Standard Class;KC-16540;TEC-AC-10003832;3347.37;13;0;6.360.003
253;CA-2021-146941;10/12/2021;13/12/2021;First Class;DL-13315;OFF-ST-10001228;80.58;6;0;225.624
254;CA-2021-146941;10/12/2021;13/12/2021;First Class;DL-13315;OFF-EN-10003296;361.92;4;0;162.864
255;US-2020-159982;28/11/2020;04/12/2020;Standard Class;DR-12880;FUR-FU-10002505;12.132;9;0.6;-84.924
256;US-2020-159982;28/11/2020;04/12/2020;Standard Class;DR-12880;OFF-ST-10004804;82.368;2;0.2;-195.624
257;US-2020-159982;28/11/2020;04/12/2020;Standard Class;DR-12880;OFF-ST-10001590;53.92;5;0.2;4.044
258;US-2020-159982;28/11/2020;04/12/2020;Standard Class;DR-12880;TEC-PH-10001580;647.904;6;0.2;566.916
259;CA-2022-163139;01/12/2022;03/12/2022;Second Class;CC-12670;TEC-AC-10000290;20.37;3;0;69.258
260;CA-2022-163139;01/12/2022;03/12/2022;Second Class;CC-12670;OFF-ST-10002790;221.55;3;0;66.465
261;CA-2022-163139;01/12/2022;03/12/2022;Second Class;CC-12670;OFF-BI-10003460;17.52;5;0.2;6.132
262;US-2022-155299;08/06/2022;12/06/2022;Standard Class;Dl-13600;OFF-AP-10002203;1.624;2;0.8;-4.466
263;US-2019-106992;19/09/2019;21/09/2019;Second Class;SB-20290;TEC-MA-10000822;3.059.982;3;0.4;-509.997
264;US-2019-106992;19/09/2019;21/09/2019;Second Class;SB-20290;TEC-MA-10003353;2.519.958;7;0.4;-2.519.958
265;CA-2021-125318;06/06/2021;13/06/2021;Standard Class;RC-19825;TEC-PH-10001433;328.224;4;0.2;287.196
266;CA-2020-155040;10/11/2020;15/11/2020;Standard Class;AH-10210;TEC-AC-10004469;79.9;2;0;35.156
267;CA-2022-136826;16/06/2022;20/06/2022;Standard Class;CB-12535;OFF-AR-10003602;14.016;3;0.2;47.304
268;CA-2021-111010;22/01/2021;28/01/2021;Standard Class;PG-18895;OFF-FA-10003472;7.56;6;0;0.3024
269;US-2022-145366;09/12/2022;13/12/2022;Standard Class;CA-12310;OFF-ST-10004180;37.208;1;0.2;-74.416
270;US-2022-145366;09/12/2022;13/12/2022;Standard Class;CA-12310;OFF-EN-10004386;57.576;3;0.2;21.591
271;CA-2022-163979;28/12/2022;02/01/2023;Second Class;KH-16690;OFF-ST-10003208;725.84;4;0;2.104.936
272;CA-2020-155334;30/07/2020;31/07/2020;First Class;HA-14920;TEC-AC-10003628;209.93;7;0;923.692
273;CA-2020-155334;30/07/2020;31/07/2020;First Class;HA-14920;FUR-FU-10003274;5.28;3;0;23.232
274;CA-2020-155334;30/07/2020;31/07/2020;First Class;HA-14920;OFF-BI-10002557;10.92;3;0.2;4.095
275;CA-2022-118136;16/09/2022;17/09/2022;First Class;BB-10990;OFF-PA-10002615;8.82;2;0;40.572
276;CA-2022-118136;16/09/2022;17/09/2022;First Class;BB-10990;OFF-AR-10001427;5.98;1;0;15.548
277;CA-2022-132976;13/10/2022;17/10/2022;Standard Class;AG-10495;OFF-PA-10000673;11.648;2;0.2;40.768
278;CA-2022-132976;13/10/2022;17/10/2022;Standard Class;AG-10495;OFF-PA-10004470;18.176;4;0.2;59.072
279;CA-2022-132976;13/10/2022;17/10/2022;Standard Class;AG-10495;OFF-ST-10000876;59.712;6;0.2;59.712
280;CA-2022-132976;13/10/2022;17/10/2022;Standard Class;AG-10495;OFF-LA-10002043;24.84;3;0.2;8.694
281;US-2020-161991;26/09/2020;28/09/2020;Second Class;SC-20725;OFF-BI-10004967;2.08;5;0.8;-3.432
282;US-2020-161991;26/09/2020;28/09/2020;Second Class;SC-20725;TEC-PH-10001760;1114.4;7;0.2;376.11
283;CA-2020-130890;02/11/2020;06/11/2020;Standard Class;JO-15280;FUR-TA-10002903;1038.84;5;0.2;51.942
284;CA-2020-130883;26/09/2020;02/10/2020;Standard Class;TB-21520;OFF-PA-10000474;141.76;5;0.2;47.844
285;CA-2020-130883;26/09/2020;02/10/2020;Standard Class;TB-21520;TEC-AC-10001956;239.8;5;0.2;47.96
286;CA-2020-130883;26/09/2020;02/10/2020;Standard Class;TB-21520;OFF-PA-10004100;31.104;6;0.2;108.864
287;CA-2021-112697;18/12/2021;20/12/2021;Second Class;AH-10195;OFF-BI-10000778;254.058;7;0.7;-169.372
288;CA-2021-112697;18/12/2021;20/12/2021;Second Class;AH-10195;OFF-AP-10002684;194.528;2;0.2;24.316
289;CA-2021-112697;18/12/2021;20/12/2021;Second Class;AH-10195;OFF-SU-10000646;961.48;5;0.2;-2.043.145
290;CA-2021-110772;20/11/2021;24/11/2021;Second Class;NZ-18565;OFF-FA-10002983;19.096;7;0.2;66.836
291;CA-2021-110772;20/11/2021;24/11/2021;Second Class;NZ-18565;OFF-LA-10004689;18.496;8;0.2;62.424
292;CA-2021-110772;20/11/2021;24/11/2021;Second Class;NZ-18565;TEC-AC-10002001;255.984;2;0.2;543.966
293;CA-2021-110772;20/11/2021;24/11/2021;Second Class;NZ-18565;FUR-BO-10004709;86.97;3;0.5;-487.032
294;CA-2019-111451;26/12/2019;28/12/2019;First Class;KL-16555;FUR-FU-10004091;300.416;8;0.2;788.592
295;CA-2019-111451;26/12/2019;28/12/2019;First Class;KL-16555;FUR-CH-10001891;230.352;3;0.2;202.058
296;CA-2019-111451;26/12/2019;28/12/2019;First Class;KL-16555;FUR-FU-10002918;218.352;3;0.2;-245.646
297;CA-2019-111451;26/12/2019;28/12/2019;First Class;KL-16555;OFF-BI-10004593;78.6;5;0.7;-62.88
298;CA-2019-111451;26/12/2019;28/12/2019;First Class;KL-16555;OFF-FA-10004854;27.552;3;0.2;92.988
299;CA-2021-142545;28/10/2021;03/11/2021;Standard Class;JD-15895;OFF-PA-10002105;32.4;5;0;15.552
300;CA-2021-142545;28/10/2021;03/11/2021;Standard Class;JD-15895;OFF-ST-10002756;1082.48;8;0;108.248
301;CA-2021-142545;28/10/2021;03/11/2021;Standard Class;JD-15895;OFF-PA-10004243;56.91;3;0;273.168
302;CA-2021-142545;28/10/2021;03/11/2021;Standard Class;JD-15895;FUR-FU-10001861;77.6;4;0;38.024
303;CA-2021-142545;28/10/2021;03/11/2021;Standard Class;JD-15895;OFF-BI-10002706;14.28;1;0;65.688
304;US-2022-152380;19/11/2022;23/11/2022;Standard Class;JH-15910;FUR-TA-10002533;219.075;3;0.5;-131.445
305;CA-2020-144253;04/05/2020;09/05/2020;Second Class;AS-10225;FUR-FU-10002671;26.8;2;0;12.864
306;CA-2019-130960;30/12/2019;04/01/2020;Standard Class;KB-16600;OFF-AR-10003651;9.84;3;0;28.536
307;CA-2019-111003;01/06/2019;06/06/2019;Standard Class;CR-12625;OFF-BI-10001072;45.48;3;0;209.208
308;CA-2019-111003;01/06/2019;06/06/2019;Standard Class;CR-12625;OFF-AR-10002135;289.2;6;0;83.868
309;CA-2022-126774;15/04/2022;17/04/2022;First Class;SH-20395;OFF-AR-10002804;4.89;1;0;20.049
310;CA-2021-142902;12/09/2021;14/09/2021;Second Class;BP-11185;FUR-FU-10001918;15.136;4;0.2;35.948
311;CA-2021-142902;12/09/2021;14/09/2021;Second Class;BP-11185;FUR-CH-10004086;466.768;2;0.2;525.114
312;CA-2021-142902;12/09/2021;14/09/2021;Second Class;BP-11185;FUR-FU-10001756;15.232;1;0.2;17.136
313;CA-2021-142902;12/09/2021;14/09/2021;Second Class;BP-11185;OFF-LA-10000634;6.264;3;0.2;20.358
314;CA-2019-120887;27/09/2019;03/10/2019;Standard Class;TS-21205;FUR-FU-10001588;87.54;3;0;376.422
315;CA-2019-167850;09/08/2019;16/08/2019;Standard Class;AG-10525;TEC-PH-10002398;178.384;2;0.2;22.298
316;CA-2019-167850;09/08/2019;16/08/2019;Standard Class;AG-10525;OFF-PA-10001937;15.552;3;0.2;54.432
317;CA-2019-164259;28/12/2019;30/12/2019;First Class;SP-20860;OFF-AR-10003373;99.136;4;0.2;86.744
318;CA-2019-164973;04/11/2019;09/11/2019;Standard Class;NM-18445;FUR-CH-10002602;135.882;1;0.1;241.568
319;CA-2019-164973;04/11/2019;09/11/2019;Standard Class;NM-18445;TEC-MA-10002927;3991.98;2;0;1995.99
320;CA-2019-164973;04/11/2019;09/11/2019;Standard Class;NM-18445;TEC-PH-10004093;275.94;6;0;800.226
321;CA-2019-164973;04/11/2019;09/11/2019;Standard Class;NM-18445;TEC-AC-10000892;360;4;0;129.6
322;CA-2019-164973;04/11/2019;09/11/2019;Standard Class;NM-18445;OFF-ST-10002974;43.57;1;0;13.071
323;CA-2019-156601;19/09/2019;24/09/2019;Standard Class;FA-14230;OFF-FA-10000624;7.16;2;0;3.58
324;CA-2021-162138;23/04/2021;27/04/2021;Standard Class;GK-14620;OFF-BI-10004593;251.52;6;0.2;81.744
325;CA-2021-162138;23/04/2021;27/04/2021;Standard Class;GK-14620;TEC-AC-10001908;99.99;1;0;349.965
326;CA-2022-153339;03/11/2022;05/11/2022;Second Class;DJ-13510;FUR-FU-10001967;15.992;1;0.2;0.9995
327;US-2021-141544;30/08/2021;01/09/2021;First Class;PO-18850;TEC-PH-10003645;290.898;3;0.4;-678.762
328;US-2021-141544;30/08/2021;01/09/2021;First Class;PO-18850;OFF-ST-10000675;54.224;2;0.2;3.389
329;US-2021-141544;30/08/2021;01/09/2021;First Class;PO-18850;FUR-CH-10003312;786.744;4;0.3;-2.585.016
330;US-2021-141544;30/08/2021;01/09/2021;First Class;PO-18850;OFF-LA-10001074;100.24;10;0.2;33.831
331;US-2021-141544;30/08/2021;01/09/2021;First Class;PO-18850;OFF-BI-10001524;37.764;6;0.7;-276.936
332;US-2021-150147;25/04/2021;29/04/2021;Second Class;JL-15850;TEC-PH-10004614;82.8;2;0.4;-20.7
333;US-2021-150147;25/04/2021;29/04/2021;Second Class;JL-15850;OFF-BI-10001153;20.724;2;0.7;-13.816
334;US-2021-150147;25/04/2021;29/04/2021;Second Class;JL-15850;OFF-BI-10001982;4.896;3;0.7;-34.272
335;CA-2020-137946;01/09/2020;04/09/2020;Second Class;DB-13615;OFF-BI-10001922;4.752;1;0.2;16.038
336;CA-2020-137946;01/09/2020;04/09/2020;Second Class;DB-13615;TEC-CO-10001449;959.984;2;0.2;3.359.944
337;CA-2020-137946;01/09/2020;04/09/2020;Second Class;DB-13615;OFF-BI-10004140;14.368;4;0.2;4.49
338;CA-2019-129924;12/07/2019;17/07/2019;Standard Class;AC-10420;OFF-BI-10003314;7.712;2;0.2;27.956
339;CA-2019-129924;12/07/2019;17/07/2019;Standard Class;AC-10420;FUR-TA-10004575;698.352;3;0.2;-174.588
340;CA-2020-128167;22/06/2020;26/06/2020;Second Class;KL-16645;OFF-FA-10000490;4.96;4;0;23.312
341;CA-2019-122336;13/04/2019;17/04/2019;Second Class;JD-15895;OFF-AR-10000122;17.856;4;0.2;1.116
342;CA-2019-122336;13/04/2019;17/04/2019;Second Class;JD-15895;OFF-BI-10003656;509.97;10;0.7;-407.976
343;CA-2019-122336;13/04/2019;17/04/2019;Second Class;JD-15895;OFF-FA-10002780;30.992;13;0.2;100.724
344;CA-2019-122336;13/04/2019;17/04/2019;Second Class;JD-15895;TEC-PH-10000702;71.928;12;0.4;83.916
345;US-2020-120712;20/12/2020;24/12/2020;Standard Class;CS-12130;OFF-ST-10000107;88.8;4;0.2;-2.22
346;CA-2022-169901;15/06/2022;19/06/2022;Standard Class;CC-12550;TEC-PH-10002293;47.976;3;0.2;47.976
347;CA-2022-134306;08/07/2022;12/07/2022;Standard Class;TD-20995;OFF-AR-10004027;7.56;3;0;30.996
348;CA-2022-134306;08/07/2022;12/07/2022;Standard Class;TD-20995;OFF-PA-10000249;24.56;2;0;115.432
349;CA-2022-134306;08/07/2022;12/07/2022;Standard Class;TD-20995;OFF-AR-10001374;12.96;2;0;41.472
350;CA-2021-129714;01/09/2021;03/09/2021;First Class;AB-10060;TEC-AC-10000290;6.79;1;0;23.086
351;CA-2021-129714;01/09/2021;03/09/2021;First Class;AB-10060;OFF-PA-10001970;24.56;2;0;115.432
352;CA-2021-129714;01/09/2021;03/09/2021;First Class;AB-10060;OFF-BI-10002160;3.048;1;0.2;10.668
353;CA-2021-129714;01/09/2021;03/09/2021;First Class;AB-10060;OFF-PA-10001970;49.12;4;0;230.864
354;CA-2021-129714;01/09/2021;03/09/2021;First Class;AB-10060;OFF-BI-10004995;4.355.168;4;0.2;14.154.296
355;CA-2021-138520;08/04/2021;13/04/2021;Standard Class;JL-15505;FUR-BO-10002268;388.704;6;0.2;-48.588
356;CA-2021-138520;08/04/2021;13/04/2021;Standard Class;JL-15505;OFF-EN-10001137;8.26;2;0;37.996
357;CA-2021-138520;08/04/2021;13/04/2021;Standard Class;JL-15505;OFF-AR-10002399;17.04;4;0;69.864
358;CA-2021-138520;08/04/2021;13/04/2021;Standard Class;JL-15505;OFF-PA-10002713;34.4;5;0;15.824
359;CA-2021-130001;23/04/2021;28/04/2021;Standard Class;HK-14890;OFF-PA-10002666;36.24;5;0.2;11.325
360;CA-2022-155698;08/03/2022;11/03/2022;First Class;VB-21745;OFF-AP-10001124;647.84;8;0;1.684.384
361;CA-2022-155698;08/03/2022;11/03/2022;First Class;VB-21745;OFF-LA-10001158;20.7;2;0;9.936
362;CA-2022-144904;25/09/2022;01/10/2022;Standard Class;KW-16435;OFF-LA-10001158;20.7;2;0;9.936
363;CA-2022-144904;25/09/2022;01/10/2022;Standard Class;KW-16435;FUR-CH-10000785;488.646;3;0.1;868.704
364;CA-2022-144904;25/09/2022;01/10/2022;Standard Class;KW-16435;OFF-AR-10003732;5.56;2;0;14.456
365;CA-2022-144904;25/09/2022;01/10/2022;Standard Class;KW-16435;FUR-FU-10000023;47.12;8;0;207.328
366;CA-2019-123344;24/09/2019;29/09/2019;Standard Class;JD-16060;OFF-ST-10001713;211.96;4;0;84.784
367;CA-2021-155516;21/10/2021;21/10/2021;Same Day;MK-17905;OFF-BI-10002412;23.2;4;0;10.44
368;CA-2021-155516;21/10/2021;21/10/2021;Same Day;MK-17905;OFF-SU-10001225;7.36;2;0;0.1472
369;CA-2021-155516;21/10/2021;21/10/2021;Same Day;MK-17905;OFF-ST-10002406;104.79;7;0;293.412
370;CA-2021-155516;21/10/2021;21/10/2021;Same Day;MK-17905;FUR-BO-10002545;1043.92;4;0;2.714.192
371;CA-2022-104745;29/05/2022;04/06/2022;Standard Class;GT-14755;OFF-PA-10002036;25.92;5;0.2;9.396
372;CA-2022-104745;29/05/2022;04/06/2022;Standard Class;GT-14755;OFF-ST-10002205;53.424;3;0.2;46.746
373;US-2019-119137;23/07/2019;27/07/2019;Standard Class;AG-10900;OFF-BI-10001982;8.16;5;0.7;-5.712
374;US-2019-119137;23/07/2019;27/07/2019;Standard Class;AG-10900;TEC-AC-10003911;1.023.936;8;0.2;1.791.888
375;US-2019-119137;23/07/2019;27/07/2019;Standard Class;AG-10900;OFF-AR-10000658;9.24;1;0.2;0.924
376;US-2019-119137;23/07/2019;27/07/2019;Standard Class;AG-10900;TEC-AC-10002076;479.04;10;0.2;-29.94
377;US-2021-134656;28/09/2021;01/10/2021;First Class;MM-18280;OFF-PA-10003039;99.136;4;0.2;30.98
378;US-2022-134481;27/08/2022;01/09/2022;Standard Class;AR-10405;FUR-TA-10004915;1.488.424;7;0.3;-2.976.848
379;CA-2020-130792;28/04/2020;05/05/2020;Standard Class;RA-19915;OFF-AP-10000696;8.652;3;0.8;-203.322
380;CA-2020-130792;28/04/2020;05/05/2020;Standard Class;RA-19915;OFF-ST-10003327;23.832;3;0.2;26.811
381;CA-2020-130792;28/04/2020;05/05/2020;Standard Class;RA-19915;OFF-BI-10000309;12.176;4;0.8;-188.728
382;CA-2021-134775;28/10/2021;29/10/2021;First Class;AS-10285;OFF-PA-10004734;50.96;7;0;25.48
383;CA-2021-134775;28/10/2021;29/10/2021;First Class;AS-10285;OFF-BI-10002225;49.536;3;0.2;173.376
384;CA-2020-125395;26/06/2020;29/06/2020;Second Class;LA-16780;TEC-AC-10004708;41.9;2;0;8.799
385;US-2020-168935;27/11/2020;02/12/2020;Standard Class;DO-13435;FUR-TA-10000617;3.754.575;3;0.45;-1.570.095
386;US-2020-168935;27/11/2020;02/12/2020;Standard Class;DO-13435;TEC-AC-10002335;83.976;3;0.2;-10.497
387;CA-2020-122756;03/12/2020;07/12/2020;Standard Class;DK-13225;TEC-MA-10001681;482.34;4;0.7;-337.638
388;CA-2020-122756;03/12/2020;07/12/2020;Standard Class;DK-13225;FUR-FU-10001935;2.96;1;0.2;0.777
389;CA-2019-115973;24/11/2019;26/11/2019;First Class;NG-18430;OFF-AR-10004757;2.624;1;0.2;0.4264
390;CA-2022-101798;11/12/2022;15/12/2022;Standard Class;MV-18190;OFF-BI-10000050;23.36;4;0.2;7.884
391;CA-2022-101798;11/12/2022;15/12/2022;Standard Class;MV-18190;TEC-AC-10001998;39.98;2;0;135.932
392;US-2019-135972;21/09/2019;23/09/2019;Second Class;JG-15115;TEC-PH-10003012;246.384;2;0.2;277.182
393;US-2019-135972;21/09/2019;23/09/2019;Second Class;JG-15115;TEC-CO-10002313;1799.97;3;0;7.019.883
394;US-2019-134971;07/06/2019;10/06/2019;Second Class;BP-11095;OFF-BI-10003982;12.462;3;0.8;-205.623
395;CA-2022-102946;30/06/2022;05/07/2022;Standard Class;VP-21730;OFF-BI-10004492;75.792;3;0.2;255.798
396;CA-2022-165603;17/10/2022;19/10/2022;Second Class;SS-20190;OFF-ST-10000798;49.96;2;0;94.924
397;CA-2022-165603;17/10/2022;19/10/2022;Second Class;SS-20190;OFF-PA-10002552;12.96;2;0;62.208
398;CA-2020-122259;31/10/2020;04/11/2020;Standard Class;HP-14815;OFF-SU-10002573;70.12;4;0;21.036
399;CA-2021-108987;08/09/2021;10/09/2021;Second Class;AG-10675;OFF-ST-10001580;35.952;3;0.2;35.952
400;CA-2021-108987;08/09/2021;10/09/2021;Second Class;AG-10675;FUR-BO-10004834;23.962.656;4;0.32;-3.171.528
401;CA-2021-108987;08/09/2021;10/09/2021;Second Class;AG-10675;OFF-ST-10000934;131.136;4;0.2;-32.784
402;CA-2021-108987;08/09/2021;10/09/2021;Second Class;AG-10675;TEC-AC-10000158;57.584;2;0.2;0.7198
403;CA-2019-113166;24/12/2019;26/12/2019;First Class;LF-17185;OFF-PA-10001947;9.568;2;0.2;34.684
404;CA-2019-155208;16/04/2019;20/04/2019;Standard Class;SP-20650;OFF-AR-10003478;39.072;6;0.2;9.768
405;CA-2022-117933;24/12/2022;29/12/2022;Standard Class;RF-19840;OFF-AP-10004249;35.91;3;0;96.957
406;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;TEC-AC-10000158;179.95;5;0;377.895
407;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;TEC-CO-10004115;1.199.976;3;0.2;4.349.913
408;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;OFF-PA-10003724;27.15;5;0;133.035
409;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;FUR-TA-10002041;1.004.024;7;0.2;-1.129.527
410;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;OFF-PA-10002893;9.68;1;0;46.464
411;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;OFF-LA-10003766;28.35;9;0;13.608
412;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;OFF-PA-10001970;55.98;1;0;274.302
413;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;FUR-BO-10001972;1.336.829;13;0.15;314.548
414;CA-2022-117457;08/12/2022;12/12/2022;Standard Class;KH-16510;FUR-CH-10003956;113.568;2;0.2;-184.548
415;CA-2022-142636;03/11/2022;07/11/2022;Standard Class;KC-16675;OFF-PA-10000157;139.86;7;0;657.342
416;CA-2022-142636;03/11/2022;07/11/2022;Standard Class;KC-16675;FUR-CH-10001891;307.136;4;0.2;268.744
417;CA-2022-122105;24/06/2022;28/06/2022;Standard Class;CJ-12010;OFF-AR-10004344;95.92;8;0;258.984
418;CA-2021-148796;14/04/2021;18/04/2021;Standard Class;PB-19150;FUR-CH-10004886;383.8;5;0.2;38.38
419;CA-2022-154816;06/11/2022;10/11/2022;Standard Class;VB-21745;OFF-PA-10003845;5.78;1;0;28.322
420;CA-2022-110478;04/03/2022;09/03/2022;Standard Class;SP-20860;OFF-AR-10001573;9.32;4;0;27.028
421;CA-2022-110478;04/03/2022;09/03/2022;Standard Class;SP-20860;OFF-EN-10000483;15.25;1;0;7.015
422;CA-2019-142048;22/06/2019;25/06/2019;First Class;JE-15745;TEC-AC-10004114;196.752;6;0.2;565.662
423;CA-2022-125388;19/10/2022;23/10/2022;Standard Class;MP-17965;FUR-FU-10004712;56.56;4;0;147.056
424;CA-2022-125388;19/10/2022;23/10/2022;Standard Class;MP-17965;OFF-ST-10000918;32.7;3;0;8.502
425;CA-2022-155705;21/08/2022;23/08/2022;Second Class;NF-18385;FUR-CH-10000015;866.4;4;0;225.264
426;CA-2022-149160;23/11/2022;26/11/2022;Second Class;JM-15265;FUR-FU-10003347;28.4;2;0;11.076
427;CA-2022-149160;23/11/2022;26/11/2022;Second Class;JM-15265;OFF-BI-10001543;287.92;8;0;1.382.021
428;CA-2019-101476;12/09/2019;13/09/2019;First Class;SD-20485;TEC-MA-10000029;69.99;1;0;300.957
429;CA-2022-152275;01/10/2022;08/10/2022;Standard Class;KH-16630;OFF-AR-10000369;6.672;6;0.2;0.5004
430;US-2021-123750;15/04/2021;21/04/2021;Standard Class;RB-19795;OFF-BI-10004584;189.588;2;0.7;-1.453.508
431;US-2021-123750;15/04/2021;21/04/2021;Standard Class;RB-19795;TEC-AC-10004659;408.744;7;0.2;766.395
432;US-2021-123750;15/04/2021;21/04/2021;Standard Class;RB-19795;TEC-AC-10004659;291.96;5;0.2;547.425
433;US-2021-123750;15/04/2021;21/04/2021;Standard Class;RB-19795;OFF-ST-10000617;4.768;2;0.2;-0.7748
434;CA-2021-127369;06/06/2021;07/06/2021;First Class;DB-13060;OFF-ST-10003306;714.3;5;0;207.147
435;US-2019-150574;19/12/2019;25/12/2019;Standard Class;MK-18160;OFF-BI-10000773;4.812;2;0.7;-36.892
436;US-2019-150574;19/12/2019;25/12/2019;Standard Class;MK-18160;TEC-AC-10002600;247.8;5;0.2;-18.585
437;CA-2021-147375;12/06/2021;14/06/2021;Second Class;PO-19180;TEC-MA-10002937;1.007.979;3;0.3;431.991
438;CA-2021-147375;12/06/2021;14/06/2021;Second Class;PO-19180;OFF-PA-10001970;313.488;7;0.2;1.136.394
439;CA-2022-130043;15/09/2022;19/09/2022;Standard Class;BB-11545;OFF-PA-10002230;31.872;8;0.2;115.536
440;CA-2022-157252;20/01/2022;23/01/2022;Second Class;CV-12805;FUR-CH-10003396;207.846;3;0.1;23.094
441;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;FUR-FU-10000246;12.22;1;0;3.666
442;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;OFF-ST-10000060;194.94;3;0;233.928
443;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;OFF-ST-10003058;70.95;3;0;205.755
444;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;OFF-PA-10002222;91.36;4;0;420.256
445;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;FUR-CH-10002372;242.94;3;0;291.528
446;CA-2021-115756;05/09/2021;07/09/2021;Second Class;PK-19075;OFF-LA-10001317;22.05;7;0;10.584
447;CA-2022-154214;20/03/2022;25/03/2022;Second Class;TB-21595;FUR-FU-10000206;2.91;1;0;13.677
448;CA-2021-166674;01/04/2021;03/04/2021;Second Class;RB-19360;OFF-AR-10000588;59.52;3;0;154.752
449;CA-2021-166674;01/04/2021;03/04/2021;Second Class;RB-19360;OFF-ST-10001469;161.94;3;0;97.164
